place_id,DEFICIENCY_HIGH,DEFICIENCY_MEDIUM_HIGH,DEFICIENCY_MEDIUM,DEFICIENCY_MEDIUM_LOW,DEFICIENCY_LOW,TOTAL_INSPECTIONS,TOTAL_ASSESSMENTS,TOTAL_CAPACITY,ISSUANCE_DATE,PROGRAMS_PROVIDED,ACCEPTS_CHILD_CARE_SUBSIDIES,CORRECTIVE_ACTION,ADVERSE_ACTION,TEMPORARILY_CLOSED,OPERATION_ID,OPERATION_NAME,CITY,ADDRESS_LINE,ZIPCODE,google_name,google_rating,google_review_count,review_count_returned,match_confidence,YEARS_IN_OPERATION,IS_ACCREDITED,ACCEPTS_SUBSIDIES,HAS_CORRECTIVE_ACTION,HAS_ADVERSE_ACTION,WAS_TEMP_CLOSED,TOTAL_DEFICIENCIES,DEFICIENCY_RATE,HIGH_DEFICIENCY_RATE
ChIJ0f1wHwK_QIYRJPnu3plgMOM,6,2,1,1,0,14,1,102,2023-03-27,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Field Trips",Y,NO,NO,NO,1420232,Generation One Academy,HOUSTON,2600 HOLMAN ST BLDG A,77004 3234,Generation One,4.2,25.0,5,medium_confidence,2.8,0,1,0,0,0,10,0.714,0.429
ChIJ0fAV1MY3W4YRLb8XrElSq38,6,19,7,1,0,14,0,43,2019-01-08,"Meals Provided ,Snacks Provided,Part Time Care",Y,NO,NO,NO,1321089,Learn and Laugh Preschool,AUSTIN,11715 FM 2244,78738 6315,Learn and Laugh Preschool,5.0,11.0,5,high_confidence,7.0,0,1,0,0,0,33,2.357,0.429
ChIJ0w3PGQ05W4YRcTd1flJWgPE,2,1,0,0,0,8,0,120,2014-10-31,"Meals Provided ,After School Care,Snacks Provided,Skill Classes,Field Trips",N,NO,NO,NO,1140244,Lupine Lane,AUSTIN,1001 HIGHLANDS BLVD,78738 6174,Lupine Lane,5.0,4.0,4,high_confidence,11.2,0,0,0,0,0,3,0.375,0.25
ChIJ0xBAFUzDQIYRPmD_LuyOGR4,1,2,2,0,0,5,0,67,2025-09-17,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Night Care",N,NO,NO,NO,1496997,Kingdom Starters Learning Academy,HOUSTON,6300 WESTPARK DR STE 130,77057 7205,Kingdom Starters Learning Academy,,,0,high_confidence,0.3,0,0,0,0,0,5,1.0,0.2
ChIJ1-dFwEUsKIERDxUezHwdhB0,2,1,3,0,1,8,0,102,2024-01-12,"Meals Provided ,After School Care,Snacks Provided,Part Time Care,Field Trips",Y,NO,NO,NO,1451612,LEGACY KIDS ACADEMY,HOUSTON,4500 HIGHWAY 6 N STE C,77084 3402,Legacy Kids Academy-Houston,5.0,18.0,5,high_confidence,2.0,0,1,0,0,0,7,0.875,0.25
ChIJ10T97_PdQIYRtGSdStJ2Hio,0,5,1,0,0,9,0,108,2025-05-30,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Weekend Care,Night Care",N,NO,NO,NO,1492478,Red Leaf Learning Academy,HOUSTON,14360 BELLAIRE BLVD STE 128,77083 7516,Red Leaf Learning Academy,5.0,90.0,5,high_confidence,0.6,0,0,0,0,0,6,0.667,0.0
ChIJ116Fy2gnTIYRFANieu2psIY,0,5,0,0,0,8,0,75,2018-03-01,"School Age Care,After School Care,Snacks Provided",N,NO,NO,NO,1288471,YMCA @ DeGolyer Elementary,DALLAS,3453 FLAIR DR,75229 2603,Everette L. DeGolyer,,,0,medium_confidence,7.8,0,0,0,0,0,5,0.625,0.0
ChIJ146VdevrQIYRlwtf43OsjZk,9,7,3,0,1,18,1,84,2020-07-20,"Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1340286,Ready Learners Academy,HOUSTON,1002 ALMEDA GENOA RD,77047 4204,Ready Learners Academy,5.0,3.0,3,high_confidence,5.5,0,1,0,0,0,20,1.111,0.5
ChIJ14WpqvrfTYYR2pw0RxkJoHk,3,2,0,0,0,17,0,220,2006-01-13,"School Age Care,Before School Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,275098,Primrose School,FORT WORTH,3125 EAGLE RANCH BLVD,76179 2224,Primrose School at Eagle Ranch,4.7,43.0,5,medium_confidence,20.0,1,0,0,0,0,5,0.294,0.176
ChIJ153GHlkyW4YRDE15wAloTWw,1,2,0,0,0,7,0,76,2016-01-27,"After School Care,Part Time Care",Y,NO,NO,NO,1192019,Bright Kids Child Development Center,AUSTIN,10713 N FM 620 STE 101,78726 1700,Bright Kids Child Development Center,5.0,20.0,5,high_confidence,9.9,0,1,0,0,0,3,0.429,0.143
ChIJ156CSl-YToYR242Lxs_FmRc,5,12,0,2,0,10,2,125,2004-10-27,"Accredited,After School Care,Field Trips",Y,NO,NO,NO,256312,St Philips School & Community Center,DALLAS,1600 PENNSYLVANIA AVE,75215 3239,St. Philip's School and Community Center,,,0,high_confidence,21.2,1,1,0,0,0,19,1.9,0.5
ChIJ15MfIBQzW4YRy3o0MDEKRH0,4,5,3,0,0,25,0,216,2023-03-01,"School Age Care,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1423185,The Nest at Anderson Mill,AUSTIN,11812 MILLWRIGHT PKWY,78750 1613,The Nest at Anderson Mill,4.5,31.0,5,high_confidence,2.8,0,1,0,0,0,12,0.48,0.16
ChIJ16X-IiF2ToYRWuPlP1FpBHE,14,7,6,0,0,22,0,212,1999-07-09,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,158821,The Childrens Courtyard,FORT WORTH,2301 WESTERN CENTER BLVD,76131 1205,The Children's Courtyard on Western Center Blvd,4.4,90.0,5,medium_confidence,26.5,0,1,0,0,0,27,1.227,0.636
ChIJ16nunx7xXIYR6MwZnO-FCaE,1,3,2,0,0,6,0,79,2025-11-26,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care,Field Trips",N,NO,NO,NO,1504551,Latanya Little Hands Academy,SAN ANTONIO,5063 RIGSBY AVE,78222 1304,Latanya Little Hands Academy,5.0,10.0,5,high_confidence,0.1,0,0,0,0,0,6,1.0,0.167
ChIJ18683WLcQIYROq4DizHlcvo,6,12,4,0,0,15,2,493,2005-11-14,"Accredited,After School Care,Part Time Care,Field Trips",N,NO,NO,NO,284453,Smaller Scholars,HOUSTON,1685 &1675 S DAIRY ASHFORD,77077,Smaller Scholars Montessori Academy,4.6,58.0,5,medium_confidence,20.1,1,0,0,0,0,22,1.467,0.4
ChIJ18FFYUmfToYRdmAQcvysgy8,3,3,2,0,0,11,0,60,2022-11-30,"School Age Care,Before School Care,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1404816,KCE Champions LLC @ Ben Milam,DALLAS,4200 MCKINNEY AVE,75205 4526,Champions at Ben Milam Elementary School,5.0,1.0,1,medium_confidence,3.1,0,1,0,0,0,8,0.727,0.273
ChIJ19YXjujKRIYR7rOky8S2TTQ,2,8,3,1,0,10,0,123,2024-02-27,"School Age Care,After School Care,Snacks Provided",Y,NO,NO,NO,1452622,AISD Highland Park Third Base,AUSTIN,4900 FAIRVIEW DR,78731 5422,Highland Park Elementary School,,,0,medium_confidence,1.8,0,1,0,0,0,14,1.4,0.2
ChIJ1RNXxRiaQIYRyMgQKyf45pI,0,0,2,0,0,6,0,120,2017-05-16,"School Age Care,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1257587,USA Karate,HOUSTON,11101 RESOURCE PKWY,77089 6059,USA Karate,4.9,21.0,5,high_confidence,8.6,0,0,0,0,0,2,0.333,0.0
ChIJ1RsNwTfYTYYRPXL-uqZ_Dns,7,2,3,0,0,21,0,291,2016-02-25,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1196022,Children's Lighthouse at Heritage,FORT WORTH,4851 SHIVER RD,76244 6115,Children's Lighthouse of Keller - Fort Worth,4.7,166.0,5,medium_confidence,9.9,0,0,0,0,0,12,0.571,0.333
ChIJ1Rt-dmu5QIYRQO_ncIT2q0g,7,15,4,2,0,18,0,48,1985-12-05,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips,Night Care",Y,NO,NO,NO,98235,J B Adams School,HOUSTON,4601 HIRSCH RD,77026 2745,"J. B. Adams Infant, Toddler & Preschool",4.5,16.0,5,medium_confidence,40.1,0,1,0,0,0,28,1.556,0.389
ChIJ1SqgSrp7ToYRua-vo_RBfIo,0,2,0,0,0,6,1,68,2025-01-16,"School Age Care,After School Care,Snacks Provided",N,NO,NO,NO,1482853,YMCA at Atwood McDonald,FORT WORTH,1850 BARRON LN,76112 4230,Atwood McDonald Elementary School (FWISD),,,0,medium_confidence,1.0,0,0,0,0,0,2,0.333,0.0
ChIJ1SwierzLQIYRrKx04MNPgqM,2,5,6,1,1,14,0,92,2021-12-10,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips,Night Care",Y,NO,NO,NO,1378050,Brainy Bunch Learning Center Inc,HOUSTON,16140 KUYKENDAHL RD STE 128,77068 3337,"Brainy Bunch Learning Center, Inc",4.5,25.0,5,high_confidence,4.1,0,1,0,0,0,15,1.071,0.143
ChIJ1THAu25fXIYRbP0zCoNoicE,7,11,4,0,0,26,0,120,2011-02-18,"School Age Care,Meals Provided ,After School Care,Snacks Provided",Y,NO,NO,NO,665377,Y Early Learning Center,SAN ANTONIO,600 LEAL ST,78207,Haven for Hope Early Learning Center,3.0,8.0,5,medium_confidence,14.9,0,1,0,0,0,22,0.846,0.269
ChIJ1U5oo6FnXIYRY6VSxh98bSM,11,8,5,2,0,22,2,102,2022-03-07,"Meals Provided ,After School Care",Y,NO,NO,NO,1384364,JOY Holistic Education,SAN ANTONIO,22864 CIELO VIS,78255 9504,JOY Holistic Education,4.7,23.0,5,high_confidence,3.8,0,1,0,0,0,26,1.182,0.5
ChIJ1UjmBBmgToYResMX_S86470,1,2,0,0,0,6,0,100,2019-01-10,"Before School Care,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,1310548,Richardson ISD Merriman Park Elementary,DALLAS,7101 WINEDALE DR,75231 5649,Merriman Park Elementary,,,0,medium_confidence,7.0,0,1,0,0,0,3,0.5,0.167
ChIJ1VqOs88yW4YRVF0iXoxpWTM,1,0,0,0,0,7,0,74,2019-03-06,"School Age Care,After School Care,Part Time Care",N,NO,NO,NO,1315947,Woodland Montessori,AUSTIN,13180 POND SPRINGS RD,78729 7101,Woodland Montessori,5.0,11.0,5,high_confidence,6.8,0,0,0,0,0,1,0.143,0.143
ChIJ1WU_79K7QIYRCBYwIsuXrog,22,68,42,8,0,52,10,85,2017-06-02,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1242998,Dimples Childcare Learning Center,HOUSTON,6720 HOMESTEAD RD,77028 5020,DIMPLES CHILD CARE & LEARNING CENTER,5.0,1.0,1,high_confidence,8.6,0,1,0,0,0,140,2.692,0.423
ChIJ1We8YvHZQIYRPDCz-J18QQw,13,16,12,2,0,23,2,85,2023-05-08,"School Age Care,Meals Provided ,Snacks Provided,Part Time Care,Transportation to/from School",Y,NO,NO,NO,1403048,Home Sweet Home Childcare,HOUSTON,16618 CLAY RD,77084 4088,Home Sweet Home Child Care & Pre School,4.4,44.0,5,medium_confidence,2.7,0,1,0,0,0,43,1.87,0.565
ChIJ1ZA-4_WJXIYRt4y1yU3QQ6o,3,8,2,0,0,9,2,150,2013-11-27,"School Age Care,Snacks Provided,Drop-In Care,Field Trips",N,NO,NO,NO,1103009,Life Time Fitness Camps,SAN ANTONIO,18510 US HIGHWAY 281 N,78259 7604,Life Time,4.0,590.0,5,medium_confidence,12.1,0,0,0,0,0,13,1.444,0.333
ChIJ1acG2C_oQIYRCwKBBaOibVc,2,3,4,0,0,18,0,232,2021-04-20,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1364087,Gessner Kiddie Kollege,HOUSTON,8895 W BELLFORT ST,77031 2405,Gessner Kiddie Kollege,4.4,123.0,5,high_confidence,4.7,0,1,0,0,0,9,0.5,0.111
ChIJ1bAgLMzJRIYR8IiXwa94tHE,0,1,0,0,0,8,0,34,2015-09-09,,Y,NO,NO,NO,1172921,Montessori For All,AUSTIN,5100 PECAN BROOK DR,78724 3302,Magnolia Montessori For All,,,0,high_confidence,10.3,0,1,0,0,0,1,0.125,0.0
ChIJ1c0X38nXQIYR-_i1sXe8Vws,7,16,6,0,0,17,1,154,2021-11-18,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips,Night Care",Y,NO,NO,NO,1373822,Computer Kids Hope Academy,HOUSTON,16233 CLAY RD STE 300,77084 5423,Computer Kids Hope Academy - 24 Hour Daycare Houston,4.0,26.0,5,medium_confidence,4.1,0,1,0,0,0,29,1.706,0.412
ChIJ1cDPqWBnXIYR95Lh5hBycLk,15,24,10,2,0,47,1,141,2020-11-19,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1350391,Little Treehouse Early Learning Center #4,SAN ANTONIO,5440 BABCOCK RD STE 100,78240 3946,Little Treehouse Early Learning Center,3.5,46.0,5,high_confidence,5.1,0,1,0,0,0,51,1.085,0.319
ChIJ1cW3Yw7FQIYRJuO4j7qn9I4,4,8,3,1,0,12,1,382,1987-03-24,"Accredited,Part Time Care",N,NO,NO,NO,102879,Chapelwood United Methodist SC,HOUSTON,11140 GREENBAY ST,77024 6729,"Chapelwood United Methodist Church - Houston, TX",4.7,184.0,5,medium_confidence,38.8,1,0,0,0,0,16,1.333,0.333
ChIJ1dJnTCXEQIYRjWH4SPIHa4g,1,5,2,0,0,7,0,78,2015-02-02,Snacks Provided,Y,NO,NO,NO,1157032,Nabor House Community,HOUSTON,8009 LONG POINT RD,77055 2034,Nabor House Community,4.3,34.0,5,high_confidence,10.9,0,1,0,0,0,8,1.143,0.143
ChIJ1djGVDgkTIYR5RecyBkJoL8,0,0,0,1,0,5,0,75,2025-12-12,After School Care,N,NO,NO,NO,1510892,YMCA @ Sheffield Elementary School,DALLAS,18110 KELLY BLVD,75287 5641,Sheffield Primary School,,,0,medium_confidence,0.1,0,0,0,0,0,1,0.2,0.0
ChIJ1e88sQy5QIYRVlP7syUrKJE,3,8,13,1,2,12,1,41,2021-07-29,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Weekend Care,Field Trips",Y,NO,NO,NO,1372769,Imagination Island,HOUSTON,4003 KELLEY ST STE C,77026 1586,Imagination Island,1.0,1.0,1,high_confidence,4.4,0,1,0,0,0,27,2.25,0.25
ChIJ1eOGPMPFQIYR7bnY0bmBshQ,6,20,13,0,1,20,1,125,1987-04-24,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,96256,Toddler House No 6,HOUSTON,6606 W 43RD ST,77092 5702,The Toddler House Spring Branch,4.0,34.0,5,medium_confidence,38.7,0,1,0,0,0,40,2.0,0.3
ChIJ1fd2xavNRIYR1st6ti5q9FY,3,6,4,2,0,12,2,65,2021-10-05,"School Age Care,Before School Care,After School Care,Skill Classes,Part Time Care",N,NO,NO,NO,1377510,Schola International,AUSTIN,9002 ANDERSON MILL RD,78729 4501,Schola International,5.0,77.0,5,high_confidence,4.2,0,0,0,0,0,15,1.25,0.25
ChIJ1w2hlXyXToYR8gk8l3aBd_k,1,0,0,0,0,9,0,204,2001-09-25,"Accredited,Meals Provided ,Snacks Provided,Transportation to/from School ,Field Trips",N,NO,NO,NO,170833,Early Head Start  Lakewest Program,DALLAS,3737 GOLDMAN ST,75212 2471,Early Head Start @ Lakewest,4.7,3.0,3,high_confidence,24.3,1,0,0,0,0,1,0.111,0.111
ChIJ1x7eUk2jToYRdEHEFc8V-HA,0,0,0,0,0,10,0,100,2024-05-17,"School Age Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1465703,Neighborhood Christian Learning Center of Pleasant Grove,DALLAS,9009 BRUTON RD STE 447,75217 2012,Neighborhood Christian Learning Center of Pleasant Grove,5.0,13.0,5,high_confidence,1.6,1,1,0,0,0,0,0.0,0.0
ChIJ1xHetPkjTIYR8Ky6x80vNo8,7,11,6,0,0,20,0,200,2022-11-03,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School",Y,NO,NO,NO,1395919,Kiddie Academy of Far North Dallas,DALLAS,6220 MCCALLUM BLVD,75252,Kiddie Academy of Far North Dallas,5.0,50.0,5,high_confidence,3.2,0,1,0,0,0,24,1.2,0.35
ChIJ1yAno-jKRIYRtC_ID1-DXeg,1,4,5,1,0,5,1,86,1998-01-14,"After School Care,Skill Classes,Transportation to/from School ,Field Trips",N,NO,NO,NO,149500,Crenshaw Athletic Club,AUSTIN,5000 FAIRVIEW DR,78731 5424,Crenshaw Athletic Club,4.5,28.0,5,high_confidence,28.0,0,0,0,0,0,11,2.2,0.2
ChIJ1yFlh_SkQIYRtY_c5VBmjkk,7,11,9,1,0,14,2,100,1986-10-24,"Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,99287,Wallisville KinderCare,HOUSTON,14614 WALLISVILLE RD,77049 4436,Wallisville KinderCare,4.2,53.0,5,high_confidence,39.2,0,1,0,0,0,28,2.0,0.5
ChIJ1yW_MG3RQIYRRHyEt2PUJak,15,12,9,0,0,37,0,243,2016-01-15,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,1187960,The Goddard School,HOUSTON,9739 WORTHAM BLVD,77065 3420,The Goddard School of Houston - Jersey Village,4.4,64.0,5,medium_confidence,10.0,0,0,0,0,0,36,0.973,0.405
ChIJ2-X84tiZToYRF8HhBr8RJ_Y,0,1,4,1,0,7,0,80,2018-09-19,Part Time Care,Y,NO,NO,NO,1303419,Yorktown Spanish School,DALLAS,123 E COLORADO BLVD,75203 1209,Yorktown Spanish School,4.9,34.0,5,high_confidence,7.3,0,1,0,0,0,6,0.857,0.0
ChIJ2094gLCfToYRNHGRsI3uIZo,1,1,0,1,0,5,0,157,1999-04-20,"Snacks Provided,Skill Classes,Part Time Care",N,NO,NO,NO,95502,Northway Christian Day School,DALLAS,7202 W NORTHWEST HWY,75225 2450,Northway Christian Day School,5.0,3.0,3,high_confidence,26.7,0,0,0,0,0,3,0.6,0.2
ChIJ20oUBIi9QIYRZ8YiMs_3p5Y,2,2,1,1,0,11,1,164,2012-12-20,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1101579,"BusiBodies Academy, Inc.",HOUSTON,3926 ERIE ST,77087 4716,Busi Bodies Academy,3.8,20.0,5,medium_confidence,13.0,0,1,0,0,0,6,0.545,0.182
ChIJ21KxOKTORIYRqkFY289uLmo,1,0,0,0,0,5,0,76,2016-07-20,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Part Time Care,Field Trips",Y,NO,NO,NO,1239947,Wholesome Generation,AUSTIN,12251 RUNNING BIRD LN,78758 2633,Wholesome Generation,,,0,high_confidence,9.5,0,1,0,0,0,1,0.2,0.2
ChIJ221m2qTORIYR6gK1DK1Vqc0,1,1,2,0,0,11,0,108,2013-03-27,"After School Care,Snacks Provided",Y,NO,NO,NO,1078188,PISD River Oaks Elementary Extended Day Programs,AUSTIN,12401 SCOFIELD FARMS DR,78758 2606,River Oaks Elementary School,,,0,medium_confidence,12.8,0,1,0,0,0,4,0.364,0.091
ChIJ227YgLPAQIYR9nZZROpibps,2,7,5,2,0,9,2,208,2013-06-19,"Meals Provided ,Snacks Provided",N,NO,NO,NO,1092895,"The Kipling School, Inc.",HOUSTON,620 SHEPHERD DR,77007 5351,The Kipling School - Preschool on Shepherd,3.3,10.0,5,medium_confidence,12.5,0,0,0,0,0,16,1.778,0.222
ChIJ22E_Xfu3QIYRgUDohSpLS5E,0,0,0,0,0,6,0,59,2006-01-17,"School Age Care,Meals Provided ,After School Care,Snacks Provided",Y,NO,NO,NO,279154,Alpha Academy #2,HOUSTON,7722 VAN NESS ST,77037 4627,Alpha Academy #2,4.6,17.0,5,high_confidence,20.0,0,1,0,0,0,0,0.0,0.0
ChIJ22reIqHFQIYR_dhd7YLo9kI,11,17,15,2,1,14,5,153,2014-04-04,Part Time Care,N,NO,NO,NO,1124598,Clay Road Baptist Early Child Care,HOUSTON,9151 CLAY RD,77080 1601,Clay Road Baptist Early Child Care,4.1,11.0,5,high_confidence,11.7,0,0,0,0,0,46,3.286,0.786
ChIJ22yvtSpJW4YRMS9wfNkSebA,6,0,1,0,0,22,0,193,2022-05-09,"School Age Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Skill Classes,Part Time Care",Y,NO,NO,NO,1389427,The Learning Experience Southwest Austin,AUSTIN,7814 HIGHWAY 290 W,78736 3217,The Learning Experience - Southwest Austin,4.9,131.0,5,high_confidence,3.6,0,1,0,0,0,7,0.318,0.273
ChIJ22yw3KHHQIYRdFURgcVZffE,4,10,6,2,0,32,0,250,1993-04-14,"Meals Provided ,Snacks Provided,Part Time Care",N,NO,NO,NO,127935,St Rose Of Lima,HOUSTON,3600 BRINKMAN ST,77018 6329,St. Rose of Lima Catholic Community,4.6,96.0,5,medium_confidence,32.7,0,0,0,0,0,22,0.688,0.125
ChIJ23Hqiv5gXIYRcYz6Evc879s,0,5,1,0,1,6,0,325,1999-08-13,"Accredited,After School Care",Y,NO,NO,NO,95664,Jewish Community Center Child Care,SAN ANTONIO,12500 NW MILITARY HWY,78231 1897,San Antonio Jewish Community,4.8,43.0,5,medium_confidence,26.4,1,1,0,0,0,7,1.167,0.0
ChIJ23Np84dLW4YRtjRQkQJ1MAc,3,1,2,0,2,14,2,82,2004-06-04,"Accredited,Meals Provided ,After School Care,Snacks Provided,Skill Classes,Field Trips",N,NO,NO,NO,241863,Brodie Lane Child Development Center Child Incorporated,AUSTIN,8105 BRODIE LN,78745 7436,Child Inc. Brodie Child Development Center,4.0,9.0,5,high_confidence,21.6,1,0,0,0,0,8,0.571,0.214
ChIJ27okAeXBQIYR7aSlMyl_chA,0,1,0,1,0,5,1,100,2010-01-28,,N,NO,NO,NO,519368,St. Thomas' Episcopal Preschool,HOUSTON,4900 JACKWOOD ST,77096 1505,Saint Thomas' Episcopal School,,,0,medium_confidence,15.9,0,0,0,0,0,2,0.4,0.0
ChIJ2Ss8lwKLXIYRt8i9ehOHSIo,1,3,2,0,0,8,0,81,2026-03-16,"School Age Care,After School Care,Snacks Provided,Transportation to/from School",N,NO,NO,NO,1492345,Legacy Christian Learning Center LLC,SAN ANTONIO,12134 EL SENDERO ST,78233 6720,"Legacy Christian Learning Center, LLC",5.0,5.0,5,high_confidence,0.0,0,0,0,0,0,6,0.75,0.125
ChIJ2SuRT0f2XIYR2a-3jFY_8_E,4,7,6,0,0,15,0,54,2006-04-13,"School Age Care,Meals Provided ,Snacks Provided,Part Time Care",Y,NO,NO,NO,277628,Michael's Child Care,SAN ANTONIO,645 KAYTON AVE,78210 3503,Michael's Child Care,3.9,14.0,5,high_confidence,19.7,0,1,0,0,0,17,1.133,0.267
ChIJ2Ul7csBLW4YRUBGEaKws8t4,1,0,1,0,0,6,0,60,1988-03-30,"School Age Care,Part Time Care,Field Trips",N,NO,NO,NO,104320,Shepherd of the Hills Presbyterian Church Preschool,AUSTIN,5226 W WILLIAM CANNON DR,78749 2212,Shepherd of the Hills Presbyterian Church,4.9,27.0,5,high_confidence,37.8,0,0,0,0,0,2,0.333,0.167
ChIJ2VlqXBbRQIYR5wk-J205TtQ,0,6,3,1,0,9,0,143,2024-06-19,"School Age Care,Before School Care,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,1465689,Davenn LLC DBA First Steps Learning Center,HOUSTON,7170 CHERRY PARK DR,77095 2713,"First Steps Learning Center - Copperfield, Tx",4.6,11.0,5,medium_confidence,1.5,0,1,0,0,0,10,1.111,0.0
ChIJ2VmCFo2bQIYRcaOCG_ln_Cc,1,7,1,0,0,10,0,68,2011-03-25,"School Age Care,After School Care,Snacks Provided,Part Time Care",Y,NO,NO,NO,735868,EA Smith YMCA- Brookwood Elementary,HOUSTON,16850 MIDDLEBROOK DR,77059 4700,Edgar A. Smith Family YMCA,4.1,60.0,5,medium_confidence,14.8,0,1,0,0,0,9,0.9,0.1
ChIJ2X8R62dZXIYRC00oLDMrQRg,1,0,0,0,0,8,0,99,2016-06-03,"Accredited,Meals Provided ,Snacks Provided",N,NO,NO,NO,1221368,PCI Imperial,SAN ANTONIO,111 IMPERIAL BLVD,78226 1132,Pci Imperial,4.5,2.0,2,high_confidence,9.6,1,0,0,0,0,1,0.125,0.125
ChIJ2XNQDVHbQIYRu4mMcnJWy60,1,3,0,1,0,8,1,327,1987-05-11,"Before School Care,Accredited,After School Care,Snacks Provided,Part Time Care,Transportation to/from School ,Field Trips",N,NO,NO,NO,101679,Memorial Dr UMC Childrens Weekday School,HOUSTON,12955 MEMORIAL DR,77079 7302,MDUMC Weekday School,5.0,2.0,2,medium_confidence,38.6,1,0,0,0,0,5,0.625,0.125
ChIJ2Xrg0ujLRIYRuIGNplPwEUE,1,4,3,0,0,10,0,144,2022-10-12,"School Age Care,Drop-In Care,Skill Classes,Part Time Care",N,NO,NO,NO,1403460,Mundo Verde Montessori LLC,AUSTIN,1414 KRAMER LN,78758 4272,Mundo Verde Montessori,5.0,24.0,5,high_confidence,3.2,0,0,0,0,0,8,0.8,0.1
ChIJ2Y0Ac3v2XIYRk5631vKhk2k,7,16,2,0,0,23,1,140,2012-03-21,"School Age Care,Accredited,Meals Provided ,After School Care,Snacks Provided,Drop-In Care,Part Time Care,Transportation to/from School ,Field Trips",Y,NO,NO,NO,943248,Miller Child Development Center,SAN ANTONIO,102 S MEL WAITERS WAY,78203 2400,Miller Child Development Center,4.5,10.0,5,high_confidence,13.8,1,1,0,0,0,25,1.087,0.304
ChIJ2YFQmmmZToYR0SfgiqDcCik,4,4,2,0,0,15,0,187,2024-08-22,"Meals Provided ,Snacks Provided,Skill Classes,Part Time Care",N,NO,NO,NO,1469267,Celebree School of Dallas Arts District,DALLAS,2400 BRYAN ST,75201 2684,Celebree School of Dallas Arts District,4.9,30.0,5,high_confidence,1.4,0,0,0,0,0,10,0.667,0.267
ChIJ2YLcI4RYXIYR4J4okgYEKBU,2,4,3,1,0,9,1,140,1990-02-23,"Meals Provided ,Snacks Provided",Y,NO,NO,NO,108149,Blessed Sacrament Academy Child Development Center,SAN ANTONIO,1135 MISSION RD,78210 4505,Blessed Sacrament Academy,4.1,9.0,5,medium_confidence,35.9,0,1,0,0,0,10,1.111,0.222
